age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
34,blue-collar,single,secondary,no,-96,yes,no,unknown,27,may,2,-1,0,unknown,no
33,management,married,tertiary,no,1657,yes,no,unknown,27,may,4,-1,0,unknown,no
39,management,married,tertiary,no,1598,yes,yes,unknown,27,may,3,-1,0,unknown,no
44,blue-collar,single,secondary,no,-435,yes,no,unknown,27,may,2,-1,0,unknown,no
39,management,married,secondary,no,1072,yes,no,unknown,27,may,2,-1,0,unknown,no
39,blue-collar,married,tertiary,no,206,yes,yes,unknown,28,may,3,-1,0,unknown,no
49,technician,divorced,secondary,no,181,yes,no,unknown,28,may,8,-1,0,unknown,no
31,technician,single,secondary,no,55,no,no,unknown,28,may,1,-1,0,unknown,no
30,technician,single,tertiary,no,-241,yes,no,unknown,28,may,1,-1,0,unknown,no
46,technician,married,secondary,no,317,yes,yes,unknown,28,may,1,-1,0,unknown,no
41,management,married,primary,no,-679,yes,yes,unknown,28,may,2,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,1820,yes,no,unknown,28,may,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,1,no,no,unknown,28,may,1,-1,0,unknown,no
61,retired,divorced,secondary,no,1857,yes,no,unknown,28,may,4,-1,0,unknown,no
27,technician,married,secondary,no,58,yes,no,unknown,28,may,1,-1,0,unknown,no
50,blue-collar,married,primary,no,490,yes,no,unknown,28,may,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,480,yes,no,unknown,28,may,2,-1,0,unknown,no
26,technician,single,secondary,no,150,yes,no,unknown,28,may,1,-1,0,unknown,no
42,technician,married,secondary,no,570,yes,no,unknown,28,may,2,-1,0,unknown,no
28,services,single,secondary,no,281,yes,no,unknown,28,may,1,-1,0,unknown,no
28,services,single,secondary,no,2954,yes,no,unknown,28,may,2,-1,0,unknown,no
38,technician,single,tertiary,no,218,yes,yes,unknown,28,may,2,-1,0,unknown,no
26,management,single,tertiary,no,2692,no,no,unknown,28,may,2,-1,0,unknown,no
29,services,divorced,secondary,no,1336,yes,no,unknown,28,may,5,-1,0,unknown,no
34,services,married,secondary,no,24,yes,no,unknown,28,may,1,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,105,yes,yes,unknown,28,may,1,-1,0,unknown,no
29,admin.,married,secondary,no,5605,yes,no,unknown,28,may,2,-1,0,unknown,no
31,management,single,tertiary,no,-160,yes,no,unknown,28,may,2,-1,0,unknown,no
26,student,single,tertiary,no,0,yes,no,unknown,28,may,1,-1,0,unknown,no
53,admin.,married,secondary,no,614,yes,no,unknown,28,may,2,-1,0,unknown,no
38,blue-collar,single,unknown,no,241,yes,no,unknown,28,may,2,-1,0,unknown,no
55,blue-collar,married,primary,no,81,yes,no,unknown,28,may,1,-1,0,unknown,no
39,blue-collar,married,primary,no,-310,yes,yes,unknown,28,may,5,-1,0,unknown,no
26,services,married,secondary,no,33,yes,no,unknown,28,may,4,-1,0,unknown,no
40,admin.,married,secondary,no,2,no,no,unknown,28,may,3,-1,0,unknown,no
40,technician,married,secondary,no,-378,yes,no,unknown,28,may,2,-1,0,unknown,no
28,management,single,tertiary,no,355,yes,yes,unknown,28,may,4,-1,0,unknown,no
25,blue-collar,married,secondary,no,758,yes,no,unknown,28,may,3,-1,0,unknown,no
43,technician,single,secondary,no,11269,no,no,unknown,29,may,1,-1,0,unknown,no
42,blue-collar,single,primary,no,181,yes,no,unknown,29,may,2,-1,0,unknown,no
50,retired,married,secondary,no,6998,yes,no,unknown,29,may,1,-1,0,unknown,no
44,blue-collar,married,primary,no,77,yes,no,unknown,29,may,1,-1,0,unknown,no
45,technician,single,tertiary,no,1403,yes,no,unknown,29,may,1,-1,0,unknown,no
56,blue-collar,married,primary,no,551,no,no,unknown,29,may,1,-1,0,unknown,no
40,technician,single,primary,no,340,yes,no,unknown,29,may,1,-1,0,unknown,no
47,unemployed,married,secondary,no,351,yes,yes,unknown,29,may,1,-1,0,unknown,no
28,blue-collar,married,primary,no,10045,yes,no,unknown,29,may,4,-1,0,unknown,no
48,unemployed,married,primary,no,551,yes,no,unknown,29,may,2,-1,0,unknown,no
44,management,married,secondary,no,27,yes,no,unknown,29,may,1,-1,0,unknown,no
39,blue-collar,married,primary,no,481,yes,no,unknown,29,may,1,-1,0,unknown,no
46,admin.,single,secondary,no,1544,yes,no,unknown,29,may,1,-1,0,unknown,no
45,blue-collar,married,primary,no,19,yes,no,unknown,29,may,2,-1,0,unknown,no
34,management,married,tertiary,no,581,yes,no,unknown,29,may,1,-1,0,unknown,no
35,management,married,tertiary,no,1550,yes,no,unknown,29,may,2,-1,0,unknown,no
36,services,married,secondary,no,0,no,no,unknown,29,may,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,1429,yes,no,unknown,29,may,3,-1,0,unknown,no
39,admin.,married,secondary,yes,0,no,no,unknown,29,may,3,-1,0,unknown,no
48,admin.,married,tertiary,no,960,yes,no,unknown,29,may,3,-1,0,unknown,no
40,blue-collar,divorced,unknown,no,1171,yes,no,unknown,29,may,2,-1,0,unknown,no
56,technician,single,secondary,no,3499,yes,no,unknown,29,may,3,-1,0,unknown,no
36,management,single,tertiary,no,7606,yes,no,unknown,30,may,1,-1,0,unknown,yes
30,blue-collar,single,secondary,no,931,yes,no,unknown,30,may,7,-1,0,unknown,no
55,technician,divorced,tertiary,no,0,yes,no,unknown,30,may,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,661,yes,no,unknown,30,may,1,-1,0,unknown,no
45,technician,married,secondary,no,3601,yes,no,unknown,30,may,2,-1,0,unknown,no
32,management,divorced,tertiary,no,1589,yes,no,unknown,30,may,9,-1,0,unknown,no
42,technician,divorced,secondary,no,3043,yes,yes,unknown,30,may,5,-1,0,unknown,no
56,management,married,tertiary,no,-45,yes,no,unknown,30,may,6,-1,0,unknown,no
37,technician,married,secondary,no,1120,yes,no,unknown,30,may,5,-1,0,unknown,no
36,management,single,tertiary,no,2806,yes,no,unknown,30,may,4,-1,0,unknown,no
38,services,married,secondary,no,-762,yes,yes,unknown,30,may,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,no,unknown,30,may,3,-1,0,unknown,no
40,management,married,tertiary,no,211,yes,no,unknown,30,may,3,-1,0,unknown,no
55,management,married,tertiary,no,1267,yes,no,unknown,30,may,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,1103,yes,yes,unknown,30,may,4,-1,0,unknown,no
31,admin.,single,secondary,no,17,yes,no,unknown,2,jun,3,-1,0,unknown,no
39,management,married,tertiary,no,177,yes,yes,unknown,2,jun,4,-1,0,unknown,no
49,technician,divorced,secondary,yes,-757,yes,yes,unknown,2,jun,1,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,307,yes,no,unknown,2,jun,2,-1,0,unknown,no
39,management,married,tertiary,no,22,yes,no,unknown,2,jun,1,-1,0,unknown,no
36,services,married,secondary,no,2984,yes,no,unknown,2,jun,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,3659,no,no,unknown,2,jun,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,360,yes,yes,unknown,2,jun,1,-1,0,unknown,no
60,self-employed,single,secondary,no,312,yes,no,unknown,2,jun,2,-1,0,unknown,no
60,retired,divorced,tertiary,no,-79,yes,no,unknown,2,jun,1,-1,0,unknown,no
29,admin.,single,secondary,no,2768,yes,no,unknown,2,jun,4,-1,0,unknown,no
40,services,married,secondary,no,-80,yes,no,unknown,2,jun,1,-1,0,unknown,no
34,technician,single,secondary,no,399,yes,no,unknown,2,jun,3,-1,0,unknown,no
52,management,married,secondary,no,218,yes,no,unknown,2,jun,12,-1,0,unknown,no
39,management,married,tertiary,no,0,yes,no,unknown,2,jun,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,-41,yes,no,unknown,2,jun,1,-1,0,unknown,no
39,admin.,single,secondary,no,2040,yes,no,unknown,2,jun,2,-1,0,unknown,no
35,management,single,tertiary,no,1273,yes,no,unknown,2,jun,3,-1,0,unknown,no
28,services,married,secondary,no,3019,no,no,unknown,2,jun,2,-1,0,unknown,no
45,blue-collar,married,primary,no,816,yes,no,unknown,2,jun,3,-1,0,unknown,no
34,management,married,secondary,no,1105,yes,yes,unknown,2,jun,4,-1,0,unknown,no
42,entrepreneur,married,secondary,no,-480,yes,yes,unknown,2,jun,6,-1,0,unknown,no
36,management,married,tertiary,no,0,yes,no,unknown,2,jun,3,-1,0,unknown,no
43,management,divorced,tertiary,no,1,yes,yes,unknown,2,jun,8,-1,0,unknown,no
37,blue-collar,married,secondary,no,954,yes,no,unknown,2,jun,9,-1,0,unknown,no
42,management,married,secondary,no,12282,yes,no,unknown,2,jun,4,-1,0,unknown,no
31,unemployed,married,secondary,no,86,yes,yes,unknown,3,jun,2,-1,0,unknown,yes
54,management,single,tertiary,no,0,yes,no,unknown,3,jun,1,-1,0,unknown,no
50,management,married,tertiary,no,1854,yes,yes,unknown,3,jun,2,-1,0,unknown,no
45,technician,married,secondary,no,4466,yes,no,unknown,3,jun,1,-1,0,unknown,no
38,technician,single,secondary,no,12926,yes,no,unknown,3,jun,1,-1,0,unknown,no
58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,1,-1,0,unknown,no
33,services,single,secondary,no,6531,yes,no,unknown,3,jun,3,-1,0,unknown,no
29,services,single,secondary,no,498,yes,no,unknown,3,jun,26,-1,0,unknown,no
36,technician,divorced,tertiary,no,1762,yes,no,unknown,3,jun,1,-1,0,unknown,no
45,management,married,tertiary,no,1373,yes,no,unknown,3,jun,4,-1,0,unknown,no
35,technician,married,tertiary,no,2188,yes,no,unknown,3,jun,2,-1,0,unknown,no
43,blue-collar,divorced,primary,no,25,yes,no,unknown,3,jun,7,-1,0,unknown,no
44,services,married,secondary,no,-1621,yes,yes,unknown,3,jun,5,-1,0,unknown,no
37,services,married,secondary,no,1325,no,no,unknown,3,jun,3,-1,0,unknown,no
39,admin.,single,secondary,no,1078,no,no,unknown,3,jun,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,-6,yes,no,unknown,3,jun,1,-1,0,unknown,no
58,technician,married,unknown,no,-205,yes,no,unknown,3,jun,2,-1,0,unknown,no
35,admin.,married,secondary,no,-87,yes,no,unknown,3,jun,7,-1,0,unknown,yes
48,blue-collar,married,secondary,no,750,yes,no,unknown,3,jun,5,-1,0,unknown,no
53,services,divorced,secondary,no,43,yes,no,unknown,3,jun,6,-1,0,unknown,no
44,unemployed,married,secondary,yes,-505,yes,no,unknown,3,jun,11,-1,0,unknown,no
23,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,1,-1,0,unknown,no
57,admin.,divorced,secondary,no,-461,yes,yes,unknown,4,jun,8,-1,0,unknown,no
36,services,married,secondary,no,895,yes,yes,unknown,4,jun,1,-1,0,unknown,no
48,blue-collar,single,primary,no,1938,yes,no,unknown,4,jun,1,-1,0,unknown,no
29,services,single,secondary,no,-527,yes,yes,unknown,4,jun,1,-1,0,unknown,no
29,services,single,secondary,no,-565,yes,no,unknown,4,jun,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,1,-1,0,unknown,no
26,blue-collar,single,unknown,no,477,yes,no,unknown,4,jun,1,-1,0,unknown,no
24,admin.,married,secondary,no,262,yes,no,unknown,4,jun,3,-1,0,unknown,no
23,technician,single,secondary,no,-306,yes,no,unknown,4,jun,2,-1,0,unknown,no
33,services,married,secondary,no,248,yes,no,unknown,4,jun,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,2,-1,0,unknown,no
23,services,single,secondary,no,500,yes,no,unknown,4,jun,3,-1,0,unknown,no
43,services,married,secondary,no,1450,yes,no,unknown,4,jun,2,-1,0,unknown,no
39,blue-collar,single,primary,no,1790,yes,no,unknown,4,jun,6,-1,0,unknown,no
24,management,single,tertiary,no,933,yes,no,unknown,4,jun,1,-1,0,unknown,no
43,entrepreneur,married,tertiary,yes,-250,no,no,unknown,5,jun,1,-1,0,unknown,no
59,retired,married,secondary,no,56,no,no,unknown,5,jun,1,-1,0,unknown,no
50,technician,married,primary,no,883,yes,no,unknown,5,jun,1,-1,0,unknown,no
53,management,married,tertiary,no,1619,no,no,unknown,5,jun,1,-1,0,unknown,no
39,services,married,secondary,no,-119,no,yes,unknown,5,jun,2,-1,0,unknown,no
37,unemployed,single,primary,no,1648,yes,no,unknown,5,jun,2,-1,0,unknown,no
60,blue-collar,married,secondary,no,40,no,no,unknown,5,jun,2,-1,0,unknown,no
42,housemaid,married,primary,no,0,no,yes,unknown,5,jun,2,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,1800,yes,no,unknown,5,jun,1,-1,0,unknown,no
56,management,married,primary,no,7747,no,no,unknown,5,jun,2,-1,0,unknown,no
61,housemaid,married,unknown,no,0,no,no,unknown,5,jun,1,-1,0,unknown,no
39,services,married,secondary,no,0,yes,no,unknown,5,jun,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,660,no,no,unknown,5,jun,1,-1,0,unknown,no
44,technician,married,secondary,no,1210,no,no,unknown,5,jun,2,-1,0,unknown,no
52,management,married,tertiary,no,1111,no,no,unknown,5,jun,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,1750,no,no,unknown,5,jun,1,-1,0,unknown,no
52,services,married,secondary,no,91,yes,no,unknown,5,jun,4,-1,0,unknown,no
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,3,-1,0,unknown,no
60,technician,divorced,secondary,no,0,no,no,unknown,6,jun,1,-1,0,unknown,no
36,housemaid,married,primary,no,122,no,no,unknown,6,jun,1,-1,0,unknown,no
37,blue-collar,married,primary,no,27,no,no,unknown,6,jun,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,1230,yes,no,unknown,6,jun,2,-1,0,unknown,no
40,blue-collar,single,primary,no,1055,no,no,unknown,6,jun,2,-1,0,unknown,no
38,admin.,married,secondary,no,215,yes,yes,unknown,6,jun,2,-1,0,unknown,no
51,self-employed,married,primary,no,8313,no,no,unknown,6,jun,1,-1,0,unknown,no
41,housemaid,single,primary,no,21,no,no,unknown,6,jun,1,-1,0,unknown,no
39,housemaid,single,secondary,no,2022,no,no,unknown,6,jun,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,4053,no,no,unknown,6,jun,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,1,no,no,unknown,6,jun,2,-1,0,unknown,no
37,management,married,tertiary,no,1698,yes,no,unknown,6,jun,2,-1,0,unknown,no
37,services,married,secondary,no,1372,yes,no,unknown,6,jun,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,2870,yes,no,unknown,6,jun,2,-1,0,unknown,no
32,admin.,married,secondary,no,-1272,yes,no,unknown,6,jun,5,-1,0,unknown,no
35,admin.,single,tertiary,no,-162,yes,yes,unknown,6,jun,1,-1,0,unknown,no
36,services,divorced,secondary,no,115,no,no,unknown,6,jun,1,-1,0,unknown,no
45,blue-collar,single,primary,no,4289,yes,no,unknown,9,jun,1,-1,0,unknown,no
47,technician,married,tertiary,no,4568,no,no,unknown,9,jun,1,-1,0,unknown,no
38,blue-collar,single,unknown,no,840,no,no,unknown,9,jun,6,-1,0,unknown,no
38,blue-collar,married,secondary,no,2423,yes,no,unknown,9,jun,1,-1,0,unknown,no
46,housemaid,married,primary,no,103,no,no,unknown,9,jun,1,-1,0,unknown,no
52,housemaid,married,secondary,no,3034,no,no,unknown,9,jun,2,-1,0,unknown,no
38,management,married,secondary,no,-323,yes,no,unknown,9,jun,1,-1,0,unknown,no
45,blue-collar,married,primary,no,665,no,no,unknown,9,jun,2,-1,0,unknown,no
52,housemaid,married,primary,no,5137,no,no,unknown,9,jun,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,561,yes,no,unknown,9,jun,2,-1,0,unknown,no
41,technician,single,tertiary,no,1104,no,no,unknown,9,jun,1,-1,0,unknown,no
35,admin.,married,secondary,no,2897,no,no,unknown,9,jun,2,-1,0,unknown,no
52,entrepreneur,married,tertiary,no,1115,yes,no,unknown,9,jun,2,-1,0,unknown,no
37,management,married,primary,no,1959,no,no,unknown,11,jun,1,-1,0,unknown,no
50,management,married,unknown,no,8345,no,no,unknown,11,jun,1,-1,0,unknown,no
57,services,divorced,primary,no,362,no,no,unknown,11,jun,1,-1,0,unknown,no
59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1,-1,0,unknown,yes
43,admin.,divorced,secondary,no,57,no,no,unknown,11,jun,1,-1,0,unknown,no
45,management,married,tertiary,no,1866,no,no,unknown,11,jun,7,-1,0,unknown,no
45,housemaid,divorced,primary,no,544,no,no,unknown,11,jun,1,-1,0,unknown,no
45,technician,divorced,secondary,no,0,yes,yes,unknown,11,jun,1,-1,0,unknown,no
60,housemaid,married,secondary,no,3587,no,no,unknown,11,jun,2,-1,0,unknown,no
39,admin.,single,tertiary,no,23,no,no,unknown,11,jun,3,-1,0,unknown,no
57,management,married,tertiary,no,1571,no,no,unknown,11,jun,13,-1,0,unknown,no
56,housemaid,single,primary,no,1,no,no,unknown,11,jun,2,-1,0,unknown,no
39,blue-collar,married,unknown,no,2952,yes,no,unknown,12,jun,2,-1,0,unknown,no
50,unemployed,married,secondary,no,5164,no,no,unknown,12,jun,5,-1,0,unknown,no
55,entrepreneur,married,secondary,no,113,yes,no,unknown,12,jun,1,-1,0,unknown,no
42,unknown,single,secondary,no,1456,no,no,unknown,12,jun,1,-1,0,unknown,no
47,housemaid,single,tertiary,no,3727,no,no,unknown,12,jun,6,-1,0,unknown,yes
38,services,married,secondary,no,309,no,no,unknown,12,jun,2,-1,0,unknown,no
36,student,single,unknown,no,172,no,no,unknown,12,jun,1,-1,0,unknown,no
43,management,divorced,tertiary,no,1052,no,no,unknown,12,jun,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,4259,no,no,unknown,12,jun,4,-1,0,unknown,no
37,technician,married,secondary,no,1610,no,no,unknown,16,jun,2,-1,0,unknown,no
49,housemaid,married,primary,no,3436,no,no,unknown,16,jun,2,-1,0,unknown,no
36,services,married,secondary,no,5000,no,no,unknown,16,jun,5,-1,0,unknown,no
58,retired,married,primary,no,0,yes,no,unknown,16,jun,4,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,808,no,no,unknown,16,jun,1,-1,0,unknown,no
44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,1,-1,0,unknown,no
52,technician,divorced,tertiary,no,728,no,no,unknown,16,jun,1,-1,0,unknown,no
47,technician,married,tertiary,yes,-813,yes,yes,unknown,16,jun,25,-1,0,unknown,no
39,technician,single,secondary,no,2321,no,yes,unknown,16,jun,2,-1,0,unknown,no
45,technician,married,tertiary,no,533,yes,no,unknown,16,jun,2,-1,0,unknown,no
56,admin.,single,secondary,no,-13,no,no,unknown,16,jun,3,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,373,no,no,unknown,16,jun,3,-1,0,unknown,no
35,blue-collar,married,unknown,no,75,yes,no,unknown,16,jun,1,-1,0,unknown,no
38,management,single,tertiary,no,93,yes,yes,unknown,16,jun,3,-1,0,unknown,no
54,technician,single,unknown,no,1695,no,no,unknown,16,jun,1,-1,0,unknown,no
45,housemaid,married,primary,no,938,no,no,unknown,16,jun,3,-1,0,unknown,no
42,technician,single,tertiary,no,671,yes,no,unknown,16,jun,20,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,unknown,17,jun,3,-1,0,unknown,no
37,services,single,secondary,no,105,no,yes,unknown,17,jun,4,-1,0,unknown,no
35,services,single,secondary,no,361,no,no,unknown,17,jun,1,-1,0,unknown,no
41,management,married,tertiary,no,676,no,no,unknown,17,jun,1,-1,0,unknown,no
48,admin.,single,secondary,no,-58,no,no,unknown,17,jun,1,-1,0,unknown,no
57,retired,married,primary,no,5799,no,no,unknown,17,jun,1,-1,0,unknown,no
59,housemaid,divorced,secondary,no,0,no,no,unknown,17,jun,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,1270,yes,no,unknown,17,jun,1,-1,0,unknown,no
36,admin.,single,tertiary,no,1568,no,no,unknown,17,jun,2,-1,0,unknown,no
37,unemployed,married,secondary,no,830,no,no,unknown,17,jun,3,-1,0,unknown,no
57,services,married,secondary,no,2745,yes,no,unknown,17,jun,2,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,-49,no,no,unknown,17,jun,8,-1,0,unknown,no
31,services,married,secondary,no,440,yes,no,unknown,17,jun,3,-1,0,unknown,no
38,blue-collar,married,primary,no,265,no,no,unknown,17,jun,3,-1,0,unknown,no
59,services,married,primary,no,124,no,no,unknown,17,jun,2,-1,0,unknown,no
46,services,married,primary,no,741,no,no,unknown,17,jun,3,-1,0,unknown,no
39,entrepreneur,married,secondary,no,156,no,yes,unknown,17,jun,2,-1,0,unknown,no
53,housemaid,divorced,secondary,no,120,no,no,unknown,17,jun,2,-1,0,unknown,no
54,services,married,secondary,no,468,no,no,unknown,17,jun,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,0,no,no,unknown,18,jun,7,-1,0,unknown,no
39,management,divorced,tertiary,no,26,no,no,unknown,18,jun,5,-1,0,unknown,no
42,unknown,single,tertiary,no,2918,no,no,unknown,18,jun,1,-1,0,unknown,no
36,unemployed,divorced,secondary,no,8267,no,no,unknown,18,jun,2,-1,0,unknown,no
36,unknown,married,secondary,no,1370,no,no,unknown,18,jun,5,-1,0,unknown,no
25,services,single,unknown,no,-501,yes,yes,unknown,18,jun,3,-1,0,unknown,no
37,management,married,tertiary,no,11265,no,no,unknown,18,jun,1,-1,0,unknown,no
37,student,married,unknown,no,0,no,no,unknown,18,jun,1,-1,0,unknown,no
56,retired,divorced,secondary,no,389,yes,no,unknown,18,jun,5,-1,0,unknown,no
44,blue-collar,married,secondary,no,-448,yes,no,unknown,18,jun,2,-1,0,unknown,no
38,technician,single,tertiary,no,11,no,no,unknown,18,jun,3,-1,0,unknown,no
44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,1,-1,0,unknown,yes
47,retired,married,primary,no,197,no,no,unknown,18,jun,2,-1,0,unknown,no
53,retired,married,secondary,no,357,no,no,unknown,18,jun,2,-1,0,unknown,no
45,services,single,secondary,no,359,yes,no,unknown,18,jun,8,-1,0,unknown,no
58,housemaid,married,primary,no,2387,no,no,unknown,18,jun,2,-1,0,unknown,no
47,services,married,primary,no,504,no,yes,unknown,18,jun,3,-1,0,unknown,no
50,services,married,secondary,no,748,no,yes,unknown,19,jun,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,-112,no,no,unknown,19,jun,1,-1,0,unknown,no
38,technician,married,unknown,no,499,no,no,unknown,19,jun,6,-1,0,unknown,no
59,retired,married,secondary,no,1723,no,no,unknown,19,jun,1,-1,0,unknown,no
54,technician,married,secondary,no,415,yes,no,unknown,19,jun,31,-1,0,unknown,no
44,management,married,secondary,no,11972,no,no,unknown,19,jun,1,-1,0,unknown,no
57,retired,married,secondary,no,712,yes,yes,unknown,19,jun,1,-1,0,unknown,no
44,blue-collar,single,primary,no,1308,no,yes,unknown,19,jun,1,-1,0,unknown,no
54,retired,married,secondary,no,6449,no,no,unknown,19,jun,1,-1,0,unknown,no
53,admin.,married,secondary,no,2955,no,no,unknown,19,jun,1,-1,0,unknown,no
55,management,married,unknown,no,179,no,no,unknown,19,jun,1,-1,0,unknown,no
39,admin.,single,secondary,no,0,no,yes,unknown,19,jun,1,-1,0,unknown,no
55,blue-collar,divorced,primary,no,0,no,no,unknown,19,jun,1,-1,0,unknown,no
49,management,married,tertiary,no,3022,no,no,unknown,19,jun,1,-1,0,unknown,no
36,admin.,married,secondary,no,4011,no,no,unknown,19,jun,16,-1,0,unknown,no
48,services,divorced,primary,no,-110,no,yes,unknown,19,jun,2,-1,0,unknown,no
37,management,married,secondary,no,121,no,yes,unknown,19,jun,2,-1,0,unknown,no
61,unknown,married,tertiary,no,50,no,no,unknown,19,jun,2,-1,0,unknown,no
46,entrepreneur,married,tertiary,no,341,no,no,unknown,19,jun,2,-1,0,unknown,no
36,unemployed,single,primary,no,2562,no,no,unknown,20,jun,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,5614,yes,no,unknown,20,jun,3,-1,0,unknown,no
56,blue-collar,married,secondary,no,337,yes,no,unknown,20,jun,2,-1,0,unknown,no
40,housemaid,married,primary,no,746,no,no,unknown,20,jun,3,-1,0,unknown,no
46,technician,single,secondary,no,3494,yes,no,unknown,20,jun,1,-1,0,unknown,no
57,management,married,unknown,no,1054,no,no,unknown,20,jun,3,-1,0,unknown,no
43,management,married,unknown,no,0,no,no,unknown,20,jun,1,-1,0,unknown,no
39,admin.,single,secondary,no,470,yes,no,unknown,20,jun,2,-1,0,unknown,no
38,technician,divorced,tertiary,no,348,no,no,unknown,20,jun,1,-1,0,unknown,no
29,admin.,single,secondary,no,-498,yes,no,unknown,20,jun,14,-1,0,unknown,no
35,unemployed,divorced,primary,no,118,no,no,unknown,20,jun,4,-1,0,unknown,no
50,technician,married,secondary,no,1088,yes,no,unknown,20,jun,21,-1,0,unknown,no
60,retired,divorced,tertiary,no,2166,no,no,unknown,20,jun,9,-1,0,unknown,no
43,self-employed,married,tertiary,no,819,no,no,unknown,20,jun,4,-1,0,unknown,no
55,management,married,tertiary,no,4777,no,yes,unknown,20,jun,3,-1,0,unknown,no
39,admin.,married,unknown,no,378,no,no,unknown,20,jun,5,-1,0,unknown,no
55,housemaid,divorced,unknown,no,1276,no,no,unknown,20,jun,12,-1,0,unknown,no
34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,3,-1,0,unknown,no
49,unknown,married,tertiary,no,325,no,no,unknown,20,jun,15,-1,0,unknown,no
45,self-employed,married,secondary,no,845,no,no,unknown,20,jun,4,-1,0,unknown,no
58,self-employed,married,primary,no,728,no,no,unknown,20,jun,4,-1,0,unknown,no
41,management,married,tertiary,no,2031,yes,no,unknown,20,jun,3,-1,0,unknown,no
41,blue-collar,single,unknown,no,387,no,no,unknown,20,jun,10,-1,0,unknown,no
58,technician,divorced,secondary,no,2270,no,no,unknown,20,jun,4,-1,0,unknown,no
37,technician,single,tertiary,no,1609,no,yes,unknown,20,jun,19,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,unknown,20,jun,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,95,no,yes,unknown,20,jun,4,-1,0,unknown,no
45,blue-collar,married,primary,no,-160,yes,no,unknown,20,jun,26,-1,0,unknown,no
36,admin.,married,tertiary,no,425,no,no,unknown,20,jun,4,-1,0,unknown,no
45,technician,single,tertiary,no,302,yes,no,unknown,20,jun,4,-1,0,unknown,no
60,blue-collar,married,primary,no,1472,no,no,unknown,20,jun,4,-1,0,unknown,no
29,blue-collar,single,secondary,yes,-580,yes,no,unknown,23,jun,2,-1,0,unknown,no
50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,1,-1,0,unknown,no
39,services,divorced,secondary,no,0,yes,yes,unknown,25,jun,2,-1,0,unknown,no
30,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,3,-1,0,unknown,yes
43,services,divorced,tertiary,no,2279,no,yes,unknown,26,jun,1,-1,0,unknown,no
25,admin.,single,secondary,no,681,yes,no,unknown,26,jun,3,-1,0,unknown,no
29,blue-collar,single,primary,no,145,no,no,unknown,3,jul,1,-1,0,unknown,no
33,technician,single,secondary,no,0,no,no,unknown,3,jul,2,-1,0,unknown,no
31,admin.,single,secondary,no,144,yes,no,unknown,4,jul,11,-1,0,unknown,no
31,technician,married,secondary,no,134,no,yes,unknown,4,jul,6,-1,0,unknown,no
38,blue-collar,married,secondary,no,43,no,yes,cellular,4,jul,3,-1,0,unknown,no
34,services,married,secondary,no,295,yes,yes,cellular,4,jul,1,-1,0,unknown,no
51,technician,married,secondary,no,216,no,no,cellular,7,jul,2,-1,0,unknown,yes
